Date, DJIA_Close,DJIA_Change,DJIA_pct_Change, Close,NDAQ_Change,NDAQ_pct_Change
2013-10-30,15618.76,-61.59,-0.3927846,3930.62,-21.72,-0.005495479
2013-10-31,15545.75,-73.01,-0.467450681,3919.71,-10.91,-0.002775644
2013-11-01,15615.55,69.8,0.448997314,3922.04,2.33,0.000594432
2013-11-04,15639.12,23.57,0.150939288,3936.59,14.55,0.003709804
2013-11-05,15618.22,-20.9,-0.133639233,3939.86,3.27,0.000830668
2013-11-06,15746.88,128.66,0.823781455,3931.95,-7.91,-0.002007686
2013-11-07,15593.98,-152.9,-0.970985998,3857.33,-74.62,-0.018977861
2013-11-08,15761.78,167.8,1.076056273,3919.23,61.9,0.01604737
2013-11-11,15783.1,21.32,0.135263911,3919.79,0.56,0.000142885
2013-11-12,15750.67,-32.43,-0.205472943,3919.92,0.13,3.3165E-05
2013-11-13,15821.63,70.96,0.450520518,3965.58,45.66,0.011648197
2013-11-14,15876.22,54.59,0.345033982,3972.74,7.16,0.001805537
2013-11-15,15961.7,85.48,0.538415315,3985.97,13.23,0.003330195
2013-11-18,15976.02,14.32,0.089714755,3949.07,-36.9,-0.009257471
2013-11-19,15967.03,-8.99,-0.056271837,3931.55,-17.52,-0.004436488
2013-11-20,15900.82,-66.21,-0.414666973,3921.27,-10.28,-0.002614745
2013-11-21,16009.99,109.17,0.686568366,3969.15,47.88,0.01221033
2013-11-22,16064.77,54.78,0.342161363,3991.65,22.5,0.00566872
2013-11-25,16072.54,7.77,0.048366706,3994.57,2.92,0.000731527
2013-11-26,16072.8,0.26,0.001617666,4017.75,23.18,0.005802877
2013-11-27,16097.33,24.53,0.152618088,4044.75,27,0.006720179
2013-11-29,16086.41,-10.92,-0.067837337,4059.89,15.14,0.003743124
2013-12-02,16008.77,-77.64,-0.482643424,4045.26,-14.63,-0.003603546
2013-12-03,15914.62,-94.15,-0.588115139,4037.2,-8.06,-0.001992455
2013-12-04,15889.77,-24.85,-0.156145733,4038,0.8,0.000198157
2013-12-05,15821.51,-68.26,-0.429584569,4033.16,-4.84,-0.001198613
2013-12-06,16020.2,198.69,1.255821979,4062.52,29.36,0.007279652
2013-12-09,16025.53,5.33,0.033270496,4068.75,6.23,0.001533531
2013-12-10,15973.13,-52.4,-0.326978265,4060.49,-8.26,-0.002030108
2013-12-11,15843.53,-129.6,-0.811362582,4003.81,-56.68,-0.013958906
2013-12-12,15739.43,-104.1,-0.657050544,3998.4,-5.41,-0.001351213
2013-12-13,15755.36,15.93,0.101210781,4000.98,2.58,0.000645258
2013-12-16,15884.57,129.21,0.820101857,4029.52,28.54,0.007133252
2013-12-17,15875.26,-9.31,-0.058610337,4023.68,-5.84,-0.001449304
2013-12-18,16167.97,292.71,1.843812322,4070.06,46.38,0.011526762
2013-12-19,16179.08,11.11,0.06871611,4058.13,-11.93,-0.002931161
2013-12-20,16221.14,42.06,0.259965338,4104.74,46.61,0.011485586
2013-12-23,16294.61,73.47,0.452927476,4148.9,44.16,0.010758294
2013-12-24,16357.55,62.94,0.386262697,4155.42,6.52,0.001571501
2013-12-26,16479.88,122.33,0.747850381,4167.18,11.76,0.002830039
2013-12-27,16478.41,-1.47,-0.008919968,4156.59,-10.59,-0.002541287
2013-12-30,16504.29,25.88,0.157053988,4154.2,-2.39,-0.000574991
2013-12-31,16576.66,72.37,0.438492053,4176.59,22.39,0.005389726
2014-01-02,16441.35,-135.31,-0.816268175,4143.07,-33.52,-0.008025686
2014-01-03,16469.99,28.64,0.174194941,4131.91,-11.16,-0.002693655
2014-01-06,16425.1,-44.89,-0.272556328,4113.68,-18.23,-0.004412003
2014-01-07,16530.94,105.84,0.644379638,4153.18,39.5,0.009602108
2014-01-08,16462.74,-68.2,-0.412559721,4165.61,12.43,0.002992887
2014-01-09,16444.76,-17.98,-0.109216327,4156.19,-9.42,-0.002261373
2014-01-10,16437.05,-7.71,-0.046884235,4174.66,18.47,0.004443974
2014-01-13,16257.94,-179.11,-1.089672417,4113.3,-61.36,-0.014698203
2014-01-14,16373.86,115.92,0.713005461,4183.02,69.72,0.016949894
2014-01-15,16481.94,108.08,0.660076488,4214.88,31.86,0.007616507
2014-01-16,16417.01,-64.93,-0.393946344,4218.69,3.81,0.00090394
2014-01-17,16458.56,41.55,0.253091154,4197.58,-21.11,-0.005003923
2014-01-21,16414.44,-44.12,-0.268067194,4225.76,28.18,0.006713392
2014-01-22,16373.34,-41.1,-0.250389291,4243,17.24,0.00407974
2014-01-23,16197.35,-175.99,-1.074857054,4218.87,-24.13,-0.005687014
2014-01-24,15879.11,-318.24,-1.964765841,4128.17,-90.7,-0.021498648
2014-01-27,15837.88,-41.23,-0.259649313,4083.61,-44.56,-0.010794129
2014-01-28,15928.56,90.68,0.572551377,4097.96,14.35,0.003514048
2014-01-29,15738.79,-189.77,-1.191382021,4051.43,-46.53,-0.01135443
2014-01-30,15848.61,109.82,0.697766474,4123.13,71.7,0.017697455
2014-01-31,15698.85,-149.76,-0.944940913,4103.88,-19.25,-0.004668783
2014-02-03,15372.8,-326.05,-2.076903722,3996.96,-106.92,-0.026053393
2014-02-04,15445.24,72.44,0.471221898,4031.52,34.56,0.008646571
2014-02-05,15440.23,-5.01,-0.032437178,4011.55,-19.97,-0.004953467
2014-02-06,15628.53,188.3,1.219541419,4057.12,45.57,0.011359699
2014-02-07,15794.08,165.55,1.059280687,4125.86,68.74,0.016943053
2014-02-10,15801.79,7.71,0.048815759,4148.17,22.31,0.005407357
2014-02-11,15994.77,192.98,1.221254048,4191.04,42.87,0.010334678
2014-02-12,15963.94,-30.83,-0.192750505,4201.29,10.25,0.002445694
2014-02-13,16027.59,63.65,0.398711095,4240.67,39.38,0.009373312
2014-02-14,16154.39,126.8,0.791135785,4244.03,3.36,0.000792328
2014-02-18,16130.4,-23.99,-0.148504524,4272.78,28.75,0.006774222
2014-02-19,16040.56,-89.84,-0.55696077,4237.95,-34.83,-0.008151602
2014-02-20,16133.23,92.67,0.577722972,4267.55,29.6,0.006984509
2014-02-21,16103.3,-29.93,-0.185517717,4263.41,-4.14,-0.000970112
2014-02-24,16207.14,103.84,0.644836773,4292.97,29.56,0.006933417
2014-02-25,16179.66,-27.48,-0.1695549,4287.59,-5.38,-0.001253212
2014-02-26,16198.41,18.75,0.115886242,4292.06,4.47,0.001042544
2014-02-27,16272.65,74.24,0.458316588,4318.93,26.87,0.006260397
2014-02-28,16321.71,49.06,0.301487465,4308.12,-10.81,-0.002502935
2014-03-03,16168.03,-153.68,-0.94156801,4277.3,-30.82,-0.007153933
2014-03-04,16395.88,227.85,1.4092626,4351.97,74.67,0.017457274
2014-03-05,16360.18,-35.7,-0.217737627,4357.97,6,0.001378686
2014-03-06,16421.89,61.71,0.377196339,4352.13,-5.84,-0.001340073
2014-03-07,16452.72,30.83,0.187737221,4336.22,-15.91,-0.003655681
2014-03-10,16418.68,-34.04,-0.206895881,4334.45,-1.77,-0.00040819
2014-03-11,16351.25,-67.43,-0.41069075,4307.19,-27.26,-0.006289149
2014-03-12,16340.08,-11.17,-0.06831282,4323.33,16.14,0.003747223
2014-03-13,16108.89,-231.19,-1.414864554,4260.42,-62.91,-0.014551283
2014-03-14,16065.67,-43.22,-0.268299057,4245.4,-15.02,-0.003525474
2014-03-17,16247.22,181.55,1.130049354,4279.95,34.55,0.00813822
2014-03-18,16336.19,88.97,0.547601374,4333.31,53.36,0.012467435
2014-03-19,16222.17,-114.02,-0.697959561,4307.6,-25.71,-0.005933109
2014-03-20,16331.05,108.88,0.671180243,4319.29,11.69,0.002713808
2014-03-21,16302.77,-28.28,-0.173167065,4276.79,-42.5,-0.00983958
2014-03-24,16276.69,-26.08,-0.159972814,4226.39,-50.4,-0.011784539
2014-03-25,16367.88,91.19,0.560249043,4234.27,7.88,0.001864475
2014-03-26,16268.99,-98.89,-0.604171096,4173.58,-60.69,-0.014333049
2014-03-27,16264.23,-4.76,-0.029258116,4151.23,-22.35,-0.005355115
2014-03-28,16323.06,58.83,0.361714019,4155.76,4.53,0.001091243
2014-03-31,16457.66,134.6,0.824600289,4198.99,43.23,0.010402429
2014-04-01,16532.61,74.95,0.455411037,4268.04,69.05,0.016444431
2014-04-02,16573,40.39,0.244305043,4276.46,8.42,0.001972803
2014-04-03,16572.55,-0.45,-0.00271526,4237.74,-38.72,-0.009054218
2014-04-04,16412.71,-159.84,-0.964486455,4127.73,-110.01,-0.025959592
2014-04-07,16245.87,-166.84,-1.016529263,4079.75,-47.98,-0.011623822
2014-04-08,16256.14,10.27,0.063216067,4112.99,33.24,0.008147558
2014-04-09,16437.18,181.04,1.113671511,4183.9,70.91,0.017240499
2014-04-10,16170.22,-266.96,-1.624122873,4054.11,-129.79,-0.031021296
2014-04-11,16026.75,-143.47,-0.887248287,3999.73,-54.38,-0.013413548
2014-04-14,16173.24,146.49,0.914034349,4022.69,22.96,0.005740387
2014-04-15,16262.56,89.32,0.552270293,4034.16,11.47,0.002851326
2014-04-16,16424.85,162.29,0.997936364,4086.23,52.07,0.012907272
2014-04-17,16408.54,-16.31,-0.099300755,4095.52,9.29,0.002273489
2014-04-21,16449.25,40.71,0.248102512,4121.55,26.03,0.006355725
2014-04-22,16514.37,65.12,0.395884311,4161.46,39.91,0.00968325
2014-04-23,16501.65,-12.72,-0.077023828,4126.97,-34.49,-0.008287957
2014-04-24,16501.65,0,0,4148.34,21.37,0.005178133
2014-04-25,16361.46,-140.19,-0.849551408,4075.56,-72.78,-0.017544367
2014-04-28,16448.74,87.28,0.533448726,4074.4,-1.16,-0.000284623
2014-04-29,16535.37,86.63,0.52666648,4103.54,29.14,0.007151973
2014-04-30,16580.84,45.47,0.274986287,4114.56,11.02,0.002685486
2014-05-01,16558.87,-21.97,-0.132502334,4127.45,12.89,0.003132777
2014-05-02,16512.89,-45.98,-0.277675953,4123.9,-3.55,-0.000860095
2014-05-05,16530.55,17.66,0.106946755,4138.06,14.16,0.003433643
2014-05-06,16401.02,-129.53,-0.783579494,4080.76,-57.3,-0.013847068
2014-05-07,16518.54,117.52,0.716540801,4067.67,-13.09,-0.003207736
2014-05-08,16550.97,32.43,0.196324857,4051.5,-16.17,-0.003975249
2014-05-09,16583.34,32.37,0.195577661,4071.87,20.37,0.005027767
2014-05-12,16695.47,112.13,0.676160532,4143.86,71.99,0.017679838
2014-05-13,16715.44,19.97,0.119613284,4130.17,-13.69,-0.003303683
2014-05-14,16613.97,-101.47,-0.607043548,4100.63,-29.54,-0.007152248
2014-05-15,16446.81,-167.16,-1.006141217,4069.29,-31.34,-0.007642728
2014-05-16,16491.31,44.5,0.270569186,4090.59,21.3,0.005234328
2014-05-19,16511.86,20.55,0.124611083,4125.82,35.23,0.00861245
2014-05-20,16374.31,-137.55,-0.833037586,4096.89,-28.93,-0.007011939
2014-05-21,16533.06,158.75,0.969506501,4131.54,34.65,0.008457635
2014-05-22,16543.08,10.02,0.060605841,4154.34,22.8,0.005518523
2014-05-23,16606.27,63.19,0.381972402,4185.81,31.47,0.007575211
2014-05-27,16675.5,69.23,0.416890729,4237.07,51.26,0.012246136
2014-05-28,16633.18,-42.32,-0.253785494,4225.07,-12,-0.002832146
2014-05-29,16698.74,65.56,0.39415193,4247.95,22.88,0.005415295
2014-05-30,16717.17,18.43,0.110367609,4242.62,-5.33,-0.001254723
2014-06-02,16743.63,26.46,0.158280379,4237.2,-5.42,-0.001277512
2014-06-03,16722.34,-21.29,-0.127152834,4234.08,-3.12,-0.000736335
2014-06-04,16737.53,15.19,0.09083657,4251.64,17.56,0.0041473
2014-06-05,16836.11,98.58,0.588975793,4296.23,44.59,0.010487718
2014-06-06,16924.28,88.17,0.523695794,4321.4,25.17,0.005858625
2014-06-09,16943.1,18.82,0.111201186,4336.24,14.84,0.003434072
2014-06-10,16945.92,2.82,0.016643944,4338,1.76,0.000405882
2014-06-11,16843.88,-102.04,-0.602150842,4331.93,-6.07,-0.001399262
2014-06-12,16734.19,-109.69,-0.651215753,4297.63,-34.3,-0.007917949
2014-06-13,16775.74,41.55,0.248294061,4310.65,13.02,0.003029577
2014-06-16,16781.01,5.27,0.031414412,4321.11,10.46,0.002426548
2014-06-17,16808.49,27.48,0.163756532,4337.23,16.12,0.003730523
2014-06-18,16906.62,98.13,0.583812109,4362.84,25.61,0.00590469
2014-06-19,16921.46,14.84,0.087776268,4359.33,-3.51,-0.000804522
2014-06-20,16947.08,25.62,0.151405375,4368.04,8.71,0.001998013
2014-06-23,16937.26,-9.82,-0.057945086,4368.68,0.64,0.000146519
2014-06-24,16818.13,-119.13,-0.70336052,4350.36,-18.32,-0.004193486
2014-06-25,16867.51,49.38,0.293611715,4379.76,29.4,0.006758061
2014-06-26,16846.13,-21.38,-0.126752556,4379.05,-0.71,-0.000162109
2014-06-27,16851.84,5.71,0.033895025,4397.93,18.88,0.004311437
2014-06-30,16826.6,-25.24,-0.14977593,4408.18,10.25,0.002330642
2014-07-01,16956.07,129.47,0.769436487,4458.65,50.47,0.011449169
2014-07-02,16976.24,20.17,0.118954451,4457.73,-0.92,-0.00020634
2014-07-03,17068.26,92.02,0.542051715,4485.93,28.2,0.00632609
2014-07-07,17024.21,-44.05,-0.258081374,4451.53,-34.4,-0.007668421
2014-07-08,16906.62,-117.59,-0.690722213,4391.46,-60.07,-0.013494237
2014-07-09,16985.61,78.99,0.467213435,4419.03,27.57,0.006278094
2014-07-10,16915.07,-70.54,-0.41529271,4396.2,-22.83,-0.005166292
2014-07-11,16943.81,28.74,0.169907662,4415.49,19.29,0.00438788
2014-07-14,17055.42,111.61,0.658706631,4440.42,24.93,0.005646032
2014-07-15,17060.68,5.26,0.030840636,4416.39,-24.03,-0.00541165
2014-07-16,17138.2,77.52,0.454378137,4425.97,9.58,0.002169192
2014-07-17,16976.81,-161.39,-0.941697494,4363.45,-62.52,-0.014125717
2014-07-18,17100.18,123.37,0.726697183,4432.15,68.7,0.015744422
2014-07-21,17051.73,-48.45,-0.283330351,4424.7,-7.45,-0.0016809
2014-07-22,17113.54,61.81,0.362485214,4456.02,31.32,0.007078446
2014-07-23,17086.63,-26.91,-0.157243913,4473.7,17.68,0.003967666
2014-07-24,17083.8,-2.83,-0.016562657,4472.11,-1.59,-0.000355411
2014-07-25,16960.57,-123.23,-0.721326637,4449.56,-22.55,-0.005042363
2014-07-28,16982.59,22.02,0.129830542,4444.91,-4.65,-0.001045047
2014-07-29,16912.11,-70.48,-0.415013258,4442.7,-2.21,-0.000497198
2014-07-30,16880.36,-31.75,-0.187735297,4462.9,20.2,0.004546785
2014-07-31,16563.3,-317.06,-1.878277477,4369.77,-93.13,-0.020867597
2014-08-01,16493.37,-69.93,-0.422198475,4352.64,-17.13,-0.003920115
2014-08-04,16569.28,75.91,0.460245541,4383.89,31.25,0.007179551
2014-08-05,16429.47,-139.81,-0.843790436,4352.84,-31.05,-0.007082751
2014-08-06,16443.34,13.87,0.084421469,4355.05,2.21,0.000507715
2014-08-07,16368.27,-75.07,-0.456537419,4334.97,-20.08,-0.004610739
2014-08-08,16553.93,185.66,1.134267702,4370.9,35.93,0.008288408
2014-08-11,16569.98,16.05,0.096955829,4401.33,30.43,0.006961953
2014-08-12,16560.54,-9.44,-0.056970497,4389.25,-12.08,-0.002744625
2014-08-13,16651.8,91.26,0.551068987,4434.13,44.88,0.010224981
2014-08-14,16713.58,61.78,0.371010942,4453,18.87,0.004255626
2014-08-15,16662.91,-50.67,-0.303166647,4464.93,11.93,0.002679093
2014-08-18,16838.74,175.83,1.055217846,4508.31,43.38,0.009715718
2014-08-19,16919.59,80.85,0.480142814,4527.51,19.2,0.004258802
2014-08-20,16979.13,59.54,0.35189978,4526.48,-1.03,-0.000227498
2014-08-21,17039.49,60.36,0.355495246,4532.1,5.62,0.001241583
2014-08-22,17001.22,-38.27,-0.224595924,4538.55,6.45,0.001423181
2014-08-25,17076.87,75.65,0.444968067,4557.35,18.8,0.004142292
2014-08-26,17106.7,29.83,0.174680723,4570.64,13.29,0.002916168
2014-08-27,17122.01,15.31,0.089497098,4569.62,-1.02,-0.000223163
2014-08-28,17079.57,-42.44,-0.247868095,4557.69,-11.93,-0.00261072
2014-08-29,17098.45,18.88,0.110541425,4580.27,22.58,0.004954264
2014-09-02,17067.56,-30.89,-0.18065965,4598.19,17.92,0.003912433
2014-09-03,17078.28,10.72,0.062809212,4572.57,-25.62,-0.005571758
2014-09-04,17069.58,-8.7,-0.050941898,4562.29,-10.28,-0.002248189
2014-09-05,17137.36,67.78,0.397080655,4582.9,20.61,0.004517468
2014-09-08,17111.42,-25.94,-0.151365204,4592.29,9.39,0.002048921
2014-09-09,17013.87,-97.55,-0.570087111,4552.29,-40,-0.008710251
2014-09-10,17068.71,54.84,0.322325256,4586.52,34.23,0.007519292
2014-09-11,17049,-19.71,-0.115474456,4591.81,5.29,0.00115338
2014-09-12,16987.51,-61.49,-0.360666315,4567.6,-24.21,-0.005272431
2014-09-15,17031.14,43.63,0.256835758,4518.9,-48.7,-0.010662054
2014-09-16,17131.97,100.83,0.592033182,4552.76,33.86,0.007492974
2014-09-17,17156.85,24.88,0.145225564,4562.19,9.43,0.002071271
2014-09-18,17265.99,109.14,0.636130758,4593.43,31.24,0.006847589
2014-09-19,17279.74,13.75,0.079636326,4579.79,-13.64,-0.002969459
2014-09-22,17172.68,-107.06,-0.619569507,4527.69,-52.1,-0.011376067
2014-09-23,17055.87,-116.81,-0.680208331,4508.69,-19,-0.0041964
2014-09-24,17210.06,154.19,0.904028935,4555.22,46.53,0.010320071
2014-09-25,16945.8,-264.26,-1.535497261,4466.75,-88.47,-0.019421674
2014-09-26,17113.15,167.35,0.987560339,4512.19,45.44,0.010172945
2014-09-29,17071.22,-41.93,-0.245016259,4505.85,-6.34,-0.001405083
2014-09-30,17042.9,-28.32,-0.16589324,4493.39,-12.46,-0.002765294
2014-10-01,16804.71,-238.19,-1.397590786,4422.09,-71.3,-0.015867752
2014-10-02,16801.05,-3.66,-0.021779608,4430.19,8.1,0.001831713
2014-10-03,17009.69,208.64,1.241827148,4475.62,45.43,0.010254639
2014-10-06,16991.91,-17.78,-0.104528654,4454.8,-20.82,-0.004651869
2014-10-07,16719.39,-272.52,-1.603822054,4385.2,-69.6,-0.015623597
2014-10-08,16994.22,274.83,1.643780066,4468.59,83.39,0.019016236
2014-10-09,16659.25,-334.97,-1.971081933,4378.34,-90.25,-0.020196527
2014-10-10,16544.1,-115.15,-0.691207587,4276.24,-102.1,-0.02331934
2014-10-13,16321.07,-223.03,-1.348093882,4213.66,-62.58,-0.014634352
2014-10-14,16315.19,-5.88,-0.03602705,4227.17,13.51,0.003206239
2014-10-15,16141.74,-173.45,-1.063119706,4215.32,-11.85,-0.002803294
2014-10-16,16117.24,-24.5,-0.151780415,4217.39,2.07,0.000491066
2014-10-17,16380.41,263.17,1.632847808,4258.44,41.05,0.009733508
2014-10-20,16399.67,19.26,0.117579475,4316.07,57.63,0.013533125
2014-10-21,16614.81,215.14,1.311855665,4419.48,103.41,0.023959296
2014-10-22,16461.32,-153.49,-0.923814356,4382.85,-36.63,-0.008288305
2014-10-23,16677.9,216.58,1.315690358,4452.79,69.94,0.015957653
2014-10-24,16805.41,127.51,0.764544697,4483.72,30.93,0.006946207
2014-10-27,16817.94,12.53,0.074559323,4485.93,2.21,0.000492894
2014-10-28,17005.75,187.81,1.116724165,4564.29,78.36,0.01746795
2014-10-29,16974.31,-31.44,-0.184878644,4549.23,-15.06,-0.003299527
2014-10-30,17195.42,221.11,1.302615541,4566.14,16.91,0.003717113
2014-10-31,17390.52,195.1,1.134604447,4630.74,64.6,0.014147617
2014-11-03,17366.24,-24.28,-0.139616297,4638.91,8.17,0.001764297
2014-11-04,17383.84,17.6,0.10134606,4623.64,-15.27,-0.003291722
2014-11-05,17484.53,100.69,0.5792161,4620.72,-2.92,-0.000631537
2014-11-06,17554.47,69.94,0.400010752,4638.47,17.75,0.003841393
2014-11-07,17573.93,19.46,0.110854956,4632.53,-5.94,-0.001280595
2014-11-10,17613.74,39.81,0.226528727,4651.62,19.09,0.004120858
2014-11-11,17614.9,1.16,0.006585768,4660.56,8.94,0.001921911
2014-11-12,17612.2,-2.7,-0.015327933,4675.13,14.57,0.003126234
2014-11-13,17652.79,40.59,0.230465246,4680.14,5.01,0.001071628
2014-11-14,17634.74,-18.05,-0.102250126,4688.54,8.4,0.001794818
2014-11-17,17647.75,13.01,0.073774833,4671,-17.54,-0.003741037
2014-11-18,17687.82,40.07,0.22705444,4702.44,31.44,0.006730893
2014-11-19,17685.73,-2.09,-0.011816041,4675.71,-26.73,-0.005684283
2014-11-20,17719,33.27,0.188117765,4701.87,26.16,0.005594872
2014-11-21,17810.06,91.06,0.51391162,4712.97,11.1,0.002360763
2014-11-24,17817.9,7.84,0.044020065,4754.89,41.92,0.008894604
2014-11-25,17814.94,-2.96,-0.016612508,4758.25,3.36,0.000706641
2014-11-26,17827.75,12.81,0.07190594,4787.32,29.07,0.006109389
2014-11-28,17828.24,0.49,0.002748524,4791.63,4.31,0.000900295
2014-12-01,17776.8,-51.44,-0.288531005,4727.35,-64.28,-0.013415059
2014-12-02,17879.55,102.75,0.57800054,4755.81,28.46,0.006020286
2014-12-03,17912.62,33.07,0.184959912,4774.47,18.66,0.003923622
2014-12-04,17900.1,-12.52,-0.069894856,4769.44,-5.03,-0.00105352
2014-12-05,17958.79,58.69,0.327875263,4780.76,11.32,0.002373444
2014-12-08,17852.48,-106.31,-0.591966385,4740.69,-40.07,-0.008381513
2014-12-09,17801.2,-51.28,-0.287243005,4766.47,25.78,0.005438027
2014-12-10,17533.15,-268.05,-1.505797362,4684.03,-82.44,-0.017295818
2014-12-11,17596.34,63.19,0.360403008,4708.16,24.13,0.005151547
2014-12-12,17280.83,-315.51,-1.793043326,4653.6,-54.56,-0.011588391
2014-12-15,17180.84,-99.99,-0.578618041,4605.16,-48.44,-0.010409146
2014-12-16,17068.87,-111.97,-0.651714352,4547.83,-57.33,-0.012449079
2014-12-17,17356.87,288,1.687282169,4644.31,96.48,0.021214513
2014-12-18,17778.15,421.28,2.427165727,4748.4,104.09,0.022412371
2014-12-19,17804.8,26.65,0.149903111,4765.38,16.98,0.003575941
2014-12-22,17959.44,154.64,0.868529835,4781.42,16.04,0.003365944
2014-12-23,18024.17,64.73,0.360423265,4765.42,-16,-0.003346286
2014-12-24,18030.21,6.04,0.033510558,4773.47,8.05,0.001689253
2014-12-26,18053.71,23.5,0.130336807,4806.86,33.39,0.006994911
2014-12-29,18038.23,-15.48,-0.085744149,4806.91,0.05,1.04018E-05
2014-12-30,17983.07,-55.16,-0.30579497,4777.44,-29.47,-0.006130758
2014-12-31,17823.07,-160,-0.889725725,4736.05,-41.39,-0.008663636
2015-01-02,17832.99,9.92,0.0556582,4726.81,-9.24,-0.001950993
2015-01-05,17501.65,-331.34,-1.85801708,4652.57,-74.24,-0.015706153
2015-01-06,17371.64,-130.01,-0.742844246,4592.74,-59.83,-0.012859559
2015-01-07,17584.52,212.88,1.225445611,4650.47,57.73,0.012569838
2015-01-08,17907.87,323.35,1.838833247,4736.19,85.72,0.018432546
2015-01-09,17737.37,-170.5,-0.952095364,4704.07,-32.12,-0.006781823
2015-01-12,17640.84,-96.53,-0.544218224,4664.71,-39.36,-0.008367222
2015-01-13,17613.68,-27.16,-0.153960922,4661.5,-3.21,-0.000688146
2015-01-14,17427.09,-186.59,-1.059347053,4639.32,-22.18,-0.004758125
2015-01-15,17320.71,-106.38,-0.610428936,4570.82,-68.5,-0.014765095
2015-01-16,17511.57,190.86,1.101917878,4634.38,63.56,0.013905601
2015-01-20,17515.23,3.66,0.020900468,4654.85,20.47,0.004416988
2015-01-21,17554.28,39.05,0.222948828,4667.42,12.57,0.002700409
2015-01-22,17813.98,259.7,1.479411289,4750.4,82.98,0.017778559
2015-01-23,17672.6,-141.38,-0.793646338,4757.88,7.48,0.001574604
2015-01-26,17678.7,6.1,0.034516709,4771.76,13.88,0.002917266
2015-01-27,17387.21,-291.49,-1.648820332,4681.5,-90.26,-0.018915453
2015-01-28,17191.37,-195.84,-1.12634517,4637.99,-43.51,-0.00929403
2015-01-29,17416.85,225.48,1.311588314,4683.41,45.42,0.009793035
2015-01-30,17164.95,-251.9,-1.446300565,4635.24,-48.17,-0.010285241
2015-02-02,17361.04,196.09,1.142386083,4676.69,41.45,0.008942363
2015-02-03,17666.4,305.36,1.758880804,4727.74,51.05,0.01091584
2015-02-04,17673.02,6.62,0.037472264,4716.7,-11.04,-0.002335154
2015-02-05,17884.88,211.86,1.19877644,4765.1,48.4,0.010261412
2015-02-06,17824.29,-60.59,-0.338777783,4744.4,-20.7,-0.004344085
2015-02-09,17729.21,-95.08,-0.533429382,4726.01,-18.39,-0.003876149
2015-02-10,17868.76,139.55,0.78711911,4787.64,61.63,0.013040599
2015-02-11,17862.14,-6.62,-0.037047898,4801.18,13.54,0.002828116
2015-02-12,17972.38,110.24,0.617171291,4857.61,56.43,0.011753361
2015-02-13,18019.35,46.97,0.261345465,4893.84,36.23,0.0074584
2015-02-17,18047.58,28.23,0.156664919,4899.27,5.43,0.001109558
2015-02-18,18029.85,-17.73,-0.098240318,4906.36,7.09,0.001447154
2015-02-19,17985.77,-44.08,-0.244483454,4924.7,18.34,0.003738005
2015-02-20,18140.44,154.67,0.859957622,4955.97,31.27,0.006349625
2015-02-23,18116.84,-23.6,-0.130096073,4960.97,5,0.001008884
2015-02-24,18209.19,92.35,0.509746733,4968.12,7.15,0.00144125
2015-02-25,18224.57,15.38,0.084462845,4967.14,-0.98,-0.000197258
2015-02-26,18214.42,-10.15,-0.055694044,4987.89,20.75,0.004177454
2015-02-27,18132.7,-81.72,-0.448655516,4963.53,-24.36,-0.004883829
2015-03-02,18288.63,155.93,0.859938123,5008.1,44.57,0.008979496
2015-03-03,18203.37,-85.26,-0.466191289,4979.9,-28.2,-0.005630878
2015-03-04,18096.9,-106.47,-0.584891699,4967.14,-12.76,-0.0025623
2015-03-05,18135.72,38.82,0.214511878,4982.81,15.67,0.003154733
2015-03-06,17856.78,-278.94,-1.538069622,4927.37,-55.44,-0.011126252
2015-03-09,17995.72,138.94,0.778079811,4942.44,15.07,0.003058427
2015-03-10,17662.94,-332.78,-1.849217481,4859.79,-82.65,-0.01672251
2015-03-11,17635.39,-27.55,-0.155976298,4849.94,-9.85,-0.002026837
2015-03-12,17895.22,259.83,1.473344224,4893.29,43.35,0.008938255
2015-03-13,17749.31,-145.91,-0.815357397,4871.76,-21.53,-0.004399903
2015-03-16,17977.42,228.11,1.28517672,4929.51,57.75,0.011854032
2015-03-17,17849.08,-128.34,-0.713895542,4937.43,7.92,0.001606651
2015-03-18,18076.19,227.11,1.27239051,4982.83,45.4,0.009195067
2015-03-19,17959.03,-117.16,-0.648145433,4992.38,9.55,0.001916582
2015-03-20,18127.65,168.62,0.938914852,5026.42,34.04,0.006818391
2015-03-23,18116.04,-11.61,-0.064045808,5010.97,-15.45,-0.003073758
2015-03-24,18011.14,-104.9,-0.579044869,4994.73,-16.24,-0.003240889
2015-03-25,17718.54,-292.6,-1.62455014,4876.52,-118.21,-0.023666945
2015-03-26,17678.23,-40.31,-0.227501814,4863.36,-13.16,-0.002698646
2015-03-27,17712.66,34.43,0.194759317,4891.22,27.86,0.00572855
2015-03-30,17976.31,263.65,1.488483379,4947.44,56.22,0.011494065
2015-03-31,17776.12,-200.19,-1.113632331,4900.88,-46.56,-0.009410928
2015-04-01,17698.18,-77.94,-0.438453386,4880.23,-20.65,-0.004213529
2015-04-02,17763.24,65.06,0.367608421,4886.94,6.71,0.001374935
2015-04-06,17880.85,117.61,0.66209768,4917.32,30.38,0.006216569
2015-04-07,17875.42,-5.43,-0.030367684,4910.23,-7.09,-0.001441842
