Date, DJIA_Close,DJIA_Change,DJIA_pct_Change, Close,NDAQ_Change,NDAQ_pct_Change
2013-08-20,15002.99,-7.75,-0.0516297,3613.59,24.5,0.006826243
2013-08-21,14897.55,-105.44,-0.702793243,3599.79,-13.8,-0.003818917
2013-08-22,14963.74,66.19,0.444301244,3638.71,38.92,0.010811742
2013-08-23,15010.51,46.77,0.312555551,3657.79,19.08,0.005243617
2013-08-26,14946.46,-64.05,-0.426701025,3657.57,-0.22,-6.01456E-05
2013-08-27,14776.13,-170.33,-1.139600949,3578.52,-79.05,-0.02161271
2013-08-28,14824.51,48.38,0.327419967,3593.35,14.83,0.004144171
2013-08-29,14840.95,16.44,0.110897426,3620.3,26.95,0.007499965
2013-08-30,14810.31,-30.64,-0.206455786,3589.87,-30.43,-0.008405381
2013-09-03,14833.96,23.65,0.159686057,3612.61,22.74,0.006334491
2013-09-04,14930.87,96.91,0.653298243,3649.04,36.43,0.010084122
2013-09-05,14937.48,6.61,0.044270696,3658.78,9.74,0.002669195
2013-09-06,14922.5,-14.98,-0.100284653,3660.01,1.23,0.000336178
2013-09-09,15063.12,140.62,0.9423354,3706.18,46.17,0.01261472
2013-09-10,15191.06,127.94,0.84935923,3729.02,22.84,0.00616268
2013-09-11,15326.6,135.54,0.892235302,3725.01,-4.01,-0.00107535
2013-09-12,15300.64,-25.96,-0.169378727,3715.97,-9.04,-0.002426839
2013-09-13,15376.06,75.42,0.492920558,3722.18,6.21,0.001671165
2013-09-16,15494.78,118.72,0.77210937,3717.85,-4.33,-0.001163297
2013-09-17,15529.73,34.95,0.225559834,3745.7,27.85,0.007490889
2013-09-18,15676.94,147.21,0.947923757,3783.64,37.94,0.010128948
2013-09-19,15636.55,-40.39,-0.257639565,3789.38,5.74,0.001517058
2013-09-20,15451.09,-185.46,-1.186067259,3774.73,-14.65,-0.003866068
2013-09-23,15401.38,-49.71,-0.321724875,3765.29,-9.44,-0.002500841
2013-09-24,15334.59,-66.79,-0.433662438,3768.25,2.96,0.000786128
2013-09-25,15273.26,-61.33,-0.399945483,3761.1,-7.15,-0.001897432
2013-09-26,15328.3,55.04,0.360368382,3787.43,26.33,0.007000612
2013-09-27,15258.24,-70.06,-0.457063079,3781.59,-5.84,-0.001541943
2013-09-30,15129.67,-128.57,-0.842626673,3771.48,-10.11,-0.002673479
2013-10-01,15191.7,62.03,0.409989114,3817.98,46.5,0.012329377
2013-10-02,15133.14,-58.56,-0.385473647,3815.02,-2.96,-0.000775279
2013-10-03,14996.48,-136.66,-0.903051184,3774.34,-40.68,-0.010663116
2013-10-04,15072.58,76.1,0.507452416,3807.75,33.41,0.008851879
2013-10-07,14936.24,-136.34,-0.904556486,3770.38,-37.37,-0.009814195
2013-10-08,14776.53,-159.71,-1.06927848,3694.83,-75.55,-0.020037768
2013-10-09,14802.98,26.45,0.179000076,3677.78,-17.05,-0.004614556
2013-10-10,15126.07,323.09,2.182601071,3760.75,82.97,0.022559805
2013-10-11,15237.11,111.04,0.734096828,3791.87,31.12,0.008274945
2013-10-14,15301.26,64.15,0.421011596,3815.27,23.4,0.006171098
2013-10-15,15168.01,-133.25,-0.870843316,3794.01,-21.26,-0.005572345
2013-10-16,15373.83,205.82,1.356934759,3839.43,45.42,0.011971502
2013-10-17,15371.65,-2.18,-0.014179941,3863.15,23.72,0.006178
2013-10-18,15399.65,28,0.18215351,3914.28,51.13,0.013235313
2013-10-21,15392.2,-7.45,-0.048377723,3920.05,5.77,0.00147409
2013-10-22,15467.66,75.46,0.490248308,3929.57,9.52,0.00242854
2013-10-23,15413.33,-54.33,-0.351248993,3907.07,-22.5,-0.005725817
2013-10-24,15509.21,95.88,0.622058958,3928.96,21.89,0.005602664
2013-10-25,15570.28,61.07,0.393766027,3943.36,14.4,0.003665092
2013-10-28,15568.93,-1.35,-0.008670364,3940.13,-3.23,-0.000819098
2013-10-29,15680.35,111.42,0.715656118,3952.34,12.21,0.003098883
